created_at,entities_cashtags,entities_hashtags,entities_urls,public_metrics_like_count,public_metrics_quote_count,public_metrics_reply_count,public_metrics_retweet_count,entities_mentions,created_at_user,public_metrics_followers_count,public_metrics_following_count,public_metrics_listed_count,public_metrics_tweet_count,media_type,Word_count_News_agencies,Word_count_Henry08_pos,Word_count_Henry08_neg,Word_count_LM11_pos,Word_count_LM11_neg,Word_count_Hagenau13_pos,Word_count_Hagenau13_neg,Tweet_Length,Compound_vader,Positive_vader,Negative_vader,Neutral_vader
2021-09-23 01:32:46,0,1,0,0,0,0,0,0,2019-07-12 01:59:05,287,10,3,2656,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279,0.0,0.0,0.0,1.0
2021-09-22 06:21:59,1,0,1,0,0,0,0,0,2021-06-22 11:18:52,47,4,2,1913,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,0.0,0.0,0.0,1.0
2021-09-22 05:39:06,2,0,0,0,0,0,0,0,2020-06-07 18:31:22,1564,0,17,31934,0,0.0,0.012658227848101266,0.0,0.012658227848101266,0.0,0.0,0.0,79,0.4939,0.211,0.0,0.789
2021-09-17 03:47:33,0,0,0,0,0,0,0,0,2019-09-28 10:02:20,5,0,1,2508,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,0.0,0.0,0.0,1.0
2021-09-17 03:47:33,0,0,0,0,0,0,0,0,2019-09-28 10:02:20,5,0,1,2508,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,0.0,0.0,0.0,1.0
2021-09-16 17:48:27,1,0,1,0,0,0,0,0,2014-02-14 21:29:07,5719,0,171,218534,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,0.0,0.0,0.0,1.0
2021-09-14 12:39:41,0,1,2,1,0,0,0,2,2008-03-19 15:12:46,5693,1894,609,20791,1,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,297,0.0,0.0,0.0,1.0
2021-09-10 16:04:39,0,0,2,2,0,0,0,0,2013-09-07 12:28:36,665,871,16,21438,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,1.0
2021-08-28 10:00:49,0,0,1,0,0,0,0,0,2009-02-20 09:28:41,19331,9048,547,19716,0,0.0,0.0,0.0,0.0,0.0,0.0,0.008658008658008658,231,0.7506,0.209,0.0,0.791
2021-08-26 23:36:02,0,0,0,0,0,0,0,0,2020-02-03 11:20:37,7,1,0,4425,0,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,70,0.4588,0.25,0.0,0.75
2021-08-24 12:39:42,0,0,1,0,0,0,0,0,2019-12-29 13:54:34,91,0,0,91845,0,0.0,0.01282051282051282,0.0,0.02564102564102564,0.0,0.0,0.0,78,0.0,0.0,0.0,1.0
2021-08-24 08:36:14,0,0,0,0,0,0,0,0,2020-02-03 11:20:37,7,1,0,4425,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,0.0,0.0,0.0,1.0
2021-08-22 16:00:15,0,0,1,1,0,0,0,0,2009-02-20 09:28:41,19331,9048,547,19716,0,0.0,0.0,0.0,0.0,0.0,0.0,0.008658008658008658,231,0.7506,0.209,0.0,0.791
2021-08-20 17:30:59,1,0,0,0,0,0,0,0,2019-12-11 22:33:17,143,0,3,9656,0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,72,0.3802,0.178,0.0,0.822
2021-08-17 08:37:17,0,0,0,0,0,0,0,0,2020-02-03 11:20:37,7,1,0,4425,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,-0.6486,0.0,0.281,0.719
2021-08-15 21:55:14,0,0,1,1,0,0,0,0,2010-01-26 09:23:07,133454,1545,1523,291000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.0,0.0,0.0,1.0
2021-08-12 20:11:33,1,3,0,0,0,0,0,0,2021-03-15 04:04:13,559,30,6,6288,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,0.5707,0.144,0.0,0.856
2021-08-12 20:09:20,1,3,0,0,0,0,0,0,2021-03-15 04:04:13,559,30,6,6288,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162,0.5707,0.139,0.0,0.861
2021-08-12 20:08:14,1,3,0,0,0,0,0,0,2021-03-15 04:04:13,559,30,6,6288,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,0.5707,0.148,0.0,0.852
2021-08-12 19:58:04,1,1,1,0,0,0,0,0,2020-05-19 21:16:52,757,0,16,69262,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,0.296,0.121,0.0,0.879
2021-08-12 12:25:57,0,0,0,0,0,0,0,0,2014-01-19 14:49:41,895,807,36,3897,0,0.0,0.003676470588235294,0.0,0.0,0.0,0.0,0.0,272,0.3818,0.056,0.0,0.944
2021-08-09 12:09:53,0,0,1,0,0,0,0,1,2008-09-14 14:35:22,203894,1732,1514,265716,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214,0.6566,0.156,0.0,0.844
2021-08-08 09:25:07,0,0,1,2,0,0,0,0,2010-01-26 09:23:07,133454,1545,1523,291000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0.0,0.0,0.0,1.0
2021-08-07 01:22:30,0,0,1,0,0,0,0,1,2020-03-08 13:47:21,7,0,0,1322,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,0.0,0.0,0.0,1.0
2021-08-06 08:09:01,1,0,1,0,0,0,0,0,2021-05-18 18:53:37,75,33,2,11144,0,0.0,0.0,0.0,0.00625,0.00625,0.00625,0.0,160,0.25,0.153,0.08,0.766
2021-08-06 03:41:03,0,0,1,0,0,0,0,0,2016-02-16 18:52:00,54,4,2,32461,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,0.0,0.0,0.0,1.0
2021-08-05 14:53:41,0,0,1,0,0,0,0,0,2014-01-10 09:27:52,264,128,11,763,0,0.0,0.0,0.0,0.0,0.004739336492890996,0.0,0.0,211,0.3818,0.08,0.0,0.92
2021-08-05 11:40:01,1,0,1,0,0,0,0,0,2014-09-16 03:56:03,20427,38,256,339078,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,1.0
2021-08-05 09:29:03,1,0,1,0,0,0,0,0,2021-05-18 18:53:37,75,33,2,11144,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,0.0,0.0,0.0,1.0
2021-08-04 16:09:59,1,10,2,0,0,0,0,0,2011-09-16 16:46:39,11598,755,233,1389564,1,0.0,0.0,0.0,0.0,0.0,0.004366812227074236,0.0,229,0.296,0.075,0.0,0.925
2021-08-04 05:00:06,0,0,1,0,0,0,0,0,2009-04-06 10:26:31,11581,709,369,53259,0,0.0,0.0,0.0,0.0048543689320388345,0.0,0.0,0.0,206,0.4019,0.091,0.0,0.909
2021-08-03 10:47:07,1,0,2,0,0,0,0,0,2010-03-08 11:14:34,161318,152407,2582,2461882,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,1.0
2021-08-03 09:00:06,0,0,1,0,0,0,0,0,2009-04-06 10:26:31,11581,709,369,53259,0,0.0,0.0,0.0,0.0048543689320388345,0.0,0.0,0.0,206,0.4019,0.091,0.0,0.909
2021-08-03 07:12:02,0,0,1,0,0,0,0,0,2015-07-27 00:36:06,128,39,11,35892,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227,0.2732,0.062,0.0,0.938
2021-07-31 18:55:44,0,1,1,0,0,0,0,0,2020-03-08 13:47:21,7,0,0,1322,0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,95,0.5423,0.333,0.0,0.667
2021-07-22 22:00:19,0,0,1,0,0,0,0,0,2010-01-26 09:23:07,133454,1545,1523,291000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.0,0.0,0.0,1.0
2021-07-22 16:02:16,0,0,1,0,0,0,0,0,2021-01-13 15:08:37,0,2,0,325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,0.0,0.0,0.0,1.0
2021-07-22 02:36:11,0,0,0,0,0,0,0,0,2020-02-03 11:20:37,7,1,0,4425,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,-0.5859,0.0,0.275,0.725
2021-07-19 13:41:14,1,3,1,0,0,0,0,0,2009-03-06 07:52:56,187363,75,4791,838709,0,0.0,0.0,0.0,0.0,0.007633587786259542,0.0,0.0,131,0.5423,0.257,0.0,0.743
2021-07-19 12:12:09,0,3,2,0,0,0,0,0,2018-06-11 20:37:22,3407,104,38,472176,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,0.0,0.0,0.0,1.0
2021-07-17 10:51:41,0,0,1,0,0,0,0,0,2021-03-18 02:09:39,32,0,0,11619,0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,86,0.0,0.0,0.0,1.0
2021-07-16 10:39:08,0,0,1,0,0,0,0,0,2021-03-18 02:09:39,32,0,0,11619,0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,86,0.0,0.0,0.0,1.0
2021-07-15 16:53:21,1,0,1,0,0,0,0,0,2021-06-07 20:17:15,6,0,0,9636,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,1.0
2021-07-15 09:15:49,0,0,1,0,0,0,0,0,2021-03-18 02:09:39,32,0,0,11619,0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,86,0.0,0.0,0.0,1.0
2021-07-13 17:30:55,1,0,0,0,1,0,0,0,2019-12-11 22:33:17,143,0,3,9656,0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,54,-0.2924,0.0,0.195,0.805
2021-07-09 12:55:06,1,3,3,0,0,0,0,0,2015-03-25 07:15:18,605,776,12,70714,1,0.0,0.003401360544217687,0.0,0.003401360544217687,0.0,0.0,0.0,294,0.8065,0.172,0.0,0.828
2021-07-08 21:30:07,1,3,3,0,0,0,0,0,2015-03-25 07:15:18,605,776,12,70714,1,0.0,0.003401360544217687,0.0,0.003401360544217687,0.0,0.0,0.0,294,0.8065,0.172,0.0,0.828
2021-07-08 20:15:05,1,3,3,0,0,0,0,0,2015-03-25 07:15:18,605,776,12,70714,1,0.0,0.003289473684210526,0.0,0.003289473684210526,0.0,0.0,0.0,304,0.8065,0.168,0.0,0.832
2021-07-08 01:33:56,0,0,1,5,0,0,6,0,2021-05-04 06:00:54,226,171,0,280,0,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.0035971223021582736,278,0.0,0.0,0.0,1.0
2021-07-07 06:06:06,6,0,1,0,0,0,0,0,2018-11-30 12:45:40,20496,32,183,169531,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,0.0,0.0,0.0,1.0
2021-07-07 06:02:07,1,0,1,0,0,0,0,0,2021-06-07 20:17:15,6,0,0,9636,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.0,0.0,0.0,1.0
2021-07-03 15:49:06,1,0,1,25,0,0,14,1,2017-03-11 18:13:50,4576,147,32,11638,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,0.4588,0.188,0.0,0.812
2021-07-01 23:40:02,1,3,1,0,0,0,0,0,2015-03-03 17:15:05,8967,4235,359,404893,0,0.0,0.003676470588235294,0.003676470588235294,0.0,0.0,0.003676470588235294,0.0,272,-0.4201,0.0,0.064,0.936
